1,1,30.0
1,2,30.0
1,3,30.0
1,4,30.0
1,5,30.0
1,6,30.0
1,7,30.0
1,8,30.0
1,9,30.0
1,10,30.0
1,11,30.0
1,12,30.0
1,13,30.0
1,14,30.0
1,15,30.0
1,16,30.0
1,17,30.0
1,18,30.0
1,19,30.0
1,20,30.0
1,21,30.0
1,22,30.0
1,23,30.0
1,24,30.0
1,25,30.0
1,26,30.0
1,27,30.0
1,28,30.0
1,29,30.0
1,30,30.0
1,31,30.0
1,32,30.0
1,33,30.0
1,34,20.0
1,35,20.0
1,36,20.0
1,37,20.0
1,38,20.0
1,39,20.0
1,40,20.0
1,41,20.0
1,42,20.0
1,43,20.0
1,44,20.0
1,45,20.0
1,46,20.0
1,47,20.0
1,48,20.0
1,49,20.0
1,50,20.0
1,51,20.0
1,52,20.0
1,53,20.0
1,54,20.0
1,55,20.0
1,56,20.0
1,57,20.0
1,58,20.0
1,59,20.0
1,60,20.0
1,61,20.0
1,62,20.0
1,63,20.0
1,64,20.0
1,65,20.0
1,66,30.0
1,67,30.0
1,68,30.0
1,69,30.0
1,70,30.0
1,71,30.0
1,72,30.0
1,73,30.0
1,74,30.0
1,75,30.0
1,76,30.0
1,77,30.0
1,78,30.0
1,79,30.0
1,80,30.0
1,81,30.0
1,82,30.0
1,83,30.0
1,84,30.0
1,85,30.0
1,86,30.0
1,87,30.0
1,88,30.0
1,89,30.0
1,90,30.0
1,91,30.0
1,92,30.0
1,93,30.0
1,94,30.0
1,95,30.0
1,96,30.0
1,97,30.0
1,98,30.0
1,99,30.0
1,100,30.0
2,1,30.0
2,2,30.0
2,3,30.0
2,4,30.0
2,5,30.0
2,6,30.0
2,7,30.0
2,8,30.0
2,9,30.0
2,10,30.0
2,11,30.0
2,12,30.0
2,13,30.0
2,14,30.0
2,15,30.0
2,16,30.0
2,17,30.0
2,18,30.0
2,19,30.0
2,20,30.0
2,21,30.0
2,22,30.0
2,23,30.0
2,24,30.0
2,25,30.0
2,26,30.0
2,27,30.0
2,28,30.0
2,29,30.0
2,30,30.0
2,31,30.0
2,32,30.0
2,33,30.0
2,34,20.0
2,35,20.0
2,36,20.0
2,37,20.0
2,38,20.0
2,39,20.0
2,40,20.0
2,41,20.0
2,42,20.0
2,43,20.0
2,44,20.0
2,45,20.0
2,46,20.0
2,47,20.0
2,48,20.0
2,49,20.0
2,50,20.0
2,51,20.0
2,52,20.0
2,53,20.0
2,54,20.0
2,55,20.0
2,56,20.0
2,57,20.0
2,58,20.0
2,59,20.0
2,60,20.0
2,61,20.0
2,62,20.0
2,63,20.0
2,64,20.0
2,65,20.0
2,66,30.0
2,67,30.0
2,68,30.0
2,69,30.0
2,70,30.0
2,71,30.0
2,72,30.0
2,73,30.0
2,74,30.0
2,75,30.0
2,76,30.0
2,77,30.0
2,78,30.0
2,79,30.0
2,80,30.0
2,81,30.0
2,82,30.0
2,83,30.0
2,84,30.0
2,85,30.0
2,86,30.0
2,87,30.0
2,88,30.0
2,89,30.0
2,90,30.0
2,91,30.0
2,92,30.0
2,93,30.0
2,94,30.0
2,95,30.0
2,96,30.0
2,97,30.0
2,98,30.0
2,99,30.0
2,100,30.0
3,1,30.0
3,2,30.0
3,3,30.0
3,4,30.0
3,5,30.0
3,6,30.0
3,7,30.0
3,8,30.0
3,9,30.0
3,10,30.0
3,11,30.0
3,12,30.0
3,13,30.0
3,14,30.0
3,15,30.0
3,16,30.0
3,17,30.0
3,18,30.0
3,19,30.0
3,20,30.0
3,21,30.0
3,22,30.0
3,23,30.0
3,24,30.0
3,25,30.0
3,26,30.0
3,27,30.0
3,28,30.0
3,29,30.0
3,30,30.0
3,31,30.0
3,32,30.0
3,33,30.0
3,34,20.0
3,35,20.0
3,36,20.0
3,37,20.0
3,38,20.0
3,39,20.0
3,40,20.0
3,41,20.0
3,42,20.0
3,43,20.0
3,44,20.0
3,45,20.0
3,46,20.0
3,47,20.0
3,48,20.0
